trip_id,date,day_of_week,is_weekend,time_period,scheduled_time,actual_time,route_id,vehicle_id,stage_id,delay_minutes,on_time,cancelled,occupancy_level,weather,incident_type,fare_kes,passenger_rating
TRP01683,2025-03-23,  Sunday  ,Yes,night (7-10pm),19:38,19:49,5,10,1,11.2,no,FALSE,NA,Clear,Traffic Jam,70,1.4
TRP03225,2025-05-01,Thursday,FALSE,Night (7-10pm),21:07,21:07,10,91,8,0.8,yes,No,-,Clear,None,70,4.8
TRP00113,2025-03-16,Sunday,Yes,Early Morning (5-7am),05:12,05:09,4,42,8,-2.3,True,no,Low (<50%),Clear,None,Ksh80,2.2
TRP01173,2025-01-10,Friday,no,Morning Peak (7-9am),08:31,08:33,10,18,2,2.9,TRUE,0,Moderate (50-80%),Clear,None,Ksh84,4.7
TRP00902,2025-04-07,Monday,No,Midday (9am-4pm),13:16,13:24,4,7,6,8.9 min,false,false,Low (<50%),Clear,Traffic Jam,80,1.1
TRP00230,2025-07-05,Saturday,yes,Night (7-10pm),20:09,20:08,6,99,3,-0.6 min,Y,FALSE,Moderate (50-80%),Light Rain,None,114,3.6
TRP03463,2025-03-18,Tuesday,no,Night (7-10pm),21:15,21:13,7,110,3,-1.6,yes,no,Moderate (50-80%),Light Rain,None,160,2.1
TRP02308,04/08/2025,Monday,N,Morning Peak (7-9am),07:13,07:21,5,4,7,8.9,false,false,Overloaded (>100%),Heavy Rain,None,112,3.0
TRP02267,2025-03-27,Thursday,False,EVENING PEAK (4-7PM),17:17,17:25,8,16,8,8.7,0,false,,Clear,Police Checkpoint,88,1.5
TRP02763,2025-06-14,Saturday,True,Evening Peak (4-7pm),16:36,16:44,5,96,3,8.4,no,False,OVERLOADED (>100%),Clear,Police Checkpoint,80,4.1
TRP01606,2025-02-16,Sunday,Yes,Evening Peak (4-7pm),17:09,17:25,1,110,8,16.7,False,N,Overloaded (>100%),Heavy Rain,NONE,158,2.1
TRP01999,2025-08-14,Thursday,No,Midday (9am-4pm),09:00,08:58,2,110,,-1.9,true,no,MODERATE (50-80%),,None,100,5.0
TRP03263,2025-07-26,Saturday,true,Midday (9am-4pm),13:23,13:33,3,46,1,10.2,False,False,Full (80-100%),Clear,Overloading Delay,120,1.0
TRP00488,07-19-2025,Saturday,1,  Morning Peak (7-9am)  ,07:40,07:36,5,42,11,-3.9,Y,False,Full (80-100%),Clear,None,95,
TRP01972,2025-08-08,Friday,False,Midday (9am-4pm),14:57,14:59,6,92,4,2.0,yes,false,Full (80-100%),Overcast,None,100,3.6
TRP02036,2025-01-22,  Wednesday  ,N,Early Morning (5-7am),06:41,06:38,6,62,7,-2.4,True,No,Full (80-100%),Clear,none,100,3.1
TRP01339,2025-01-25,Saturday,Y,Midday (9am-4pm),13:37,13:33,7,33,8,-3.1,yes,False,Moderate (50-80%),LIGHT RAIN,None,161,4.4
TRP03004,2025-02-17,Monday,False,Night (7-10pm),19:10,19:18,4,60,4,8.6,False,false,Low (<50%),,Overloading Delay,80,3.6
TRP01089,2025-06-29,Sunday,Y,Night (7-10pm),19:46,19:54,10,18,10,8.3,No,false,Low (<50%),Clear,Traffic Jam,70,1.1
TRP01380,2025-04-03,Thursday,False,Morning Peak (7-9am),08:56,09:00,8,44,3,4.5,True,FALSE,Full (80-100%),Overcast,Overloading Delay,85.00,3.9
TRP02912,2025-03-05,Wednesday,FALSE,Morning Peak (7-9am),07:20,07:33,2,109,3,13.3,FALSE,false,Moderate (50-80%),Clear,Road Construction,118,2.0
TRP00996,2025-04-06,Sunday,1,Midday (9am-4pm),11:30,11:31,10,37,10,1.0,Yes,FALSE,Low (<50%),  Light Rain  ,Road Construction,88,3.6
TRP01308,2025-08-22,Friday,False,MORNING PEAK (7-9AM),07:06,07:19,12,102,10,13.7,N,no,full (80-100%),  Clear  ,None,223,1.8
TRP00452,2025-02-20,Thursday,No,Night (7-10pm),21:06,21:31,8,35,3,25.3,N,No,Low (<50%),Clear,Vehicle Breakdown,Ksh60,3.3
TRP03104,2025-05-22,Thursday,0,Night (7-10pm),19:04,19:04,1,59,8,0.0,1,FALSE,Moderate (50-80%),Clear,Police Checkpoint,100,3.3
TRP01733,2025-05-23,Friday,no,midday (9am-4pm),10:00,10:05,2,8,4,5.2,0,No,Low (<50%),Clear,Traffic Jam,90,2.2
TRP00511,2025-05-31,Saturday,TRUE,Midday (9am-4pm),10:42,10:42,6,78,1,-0.0,true,False,Full (80-100%),Clear,Police Checkpoint,100,3.6
TRP01622,2025-08-15,FRIDAY,No,Evening Peak (4-7pm),17:33,17:44,5,41,4,11.2,No,No,Full (80-100%),Clear,Road Construction,97,
TRP02410,2025-07-22,Tuesday,FALSE,night (7-10pm),19:54,19:56,12,54,10,2.1,true,N,Low (<50%),Clear,None,160,3.0
TRP02287,2025-06-24,Tuesday,FALSE,Morning Peak (7-9am),07:51,08:02,3,35,9,11.3,No,0,Low (<50%),Clear,Police Checkpoint,172,2.3
TRP02842,2025-06-13,Friday,false,  Early Morning (5-7am)  ,06:35,06:40,11,35,4,5.2 min,N,false,FULL (80-100%),LIGHT RAIN,Road Construction,142,2.5
TRP03209,2025-02-11,Tuesday,No,EARLY MORNING (5-7AM),06:47,06:55,2,65,8,8.9,no,False,Low (<50%),Light Rain,Road Construction,102,3.1
TRP00239,2025-01-04,saturday,Yes,Night (7-10pm),20:59,20:59,2,11,10,0.6,yes,no,Moderate (50-80%),Overcast,Road Accident Nearby,90.00,4.3
TRP02221,2025-08-19,Tuesday,false,Morning Peak (7-9am),08:09,08:33,11,117,6,24.1 min,false,False,Moderate (50-80%),Clear,Vehicle Breakdown,,2.8
TRP02954,2025-08-11,Monday,N,Midday (9am-4pm),09:05,09:04,5,41,9,-0.2 min,true,No,Full (80-100%),Overcast,None,70,3.8
TRP00798,2025-07-04,Friday,FALSE,Early Morning (5-7am),05:56,06:12,12,72,1,16.1,0,N,Overloaded (>100%),Clear,Road Accident Nearby,Ksh160,3.7
TRP01902,2025-03-18,tuesday,No,Night (7-10pm),21:57,21:57,10,30,5,-0.0,TRUE,false,Full (80-100%),Clear,Overloading Delay,70,
TRP03082,2025-01-28,Tuesday,N,Midday (9am-4pm),12:43,12:40,4,119,8,-2.4,1,no,Full (80-100%),Clear,Overloading Delay,80,4.2
TRP02565,2025-03-24,Monday,No,Early Morning (5-7am),05:42,05:51,5,13,5,9.5,false,N,Low (<50%),Clear,Traffic Jam,70,2.7
TRP02042,2025-05-14,Wednesday,N,Early Morning (5-7am),05:31,05:29,11,87,3,-1.9,TRUE,N,Low (<50%),Clear,  None  ,110,4.2
TRP02685,2025-01-01,  Wednesday  ,0,  Evening Peak (4-7pm)  ,18:24,18:33,9,19,8,9.0,FALSE,no,FULL (80-100%),Light Rain,None,148,
TRP00136,2025-04-21,Monday,no,MORNING PEAK (7-9AM),07:57,08:08,3,104,,11.1,false,False,Low (<50%),Overcast,Overloading Delay,172,2.0
TRP02315,2025-08-21,Thursday,False,Morning Peak (7-9am),07:38,07:51,9,102,3,13.6,0,No,Moderate (50-80%),Heavy Rain,None,127,2.9
TRP02786,2025-01-02,Thursday,no,Night (7-10pm),19:54,19:57,3,35,6,3.8,Yes,No,Moderate (50-80%),Clear,None,120,3.8
TRP02100,2025-05-29,Thursday,false,morning peak (7-9am),07:26,07:47,10,26,6,21.2,FALSE,No,Full (80-100%),Heavy Rain,Road Construction,130,2.7
TRP00934,2025-08-05,Tuesday,FALSE,Evening Peak (4-7pm),16:57,17:02,1,116,2,5.7,false,No,Overloaded (>100%),Light Rain,NONE,175,3.5
TRP00039,2025-06-03,Tuesday,0,Evening Peak (4-7pm),17:12,17:24,6,16,4,12.1,FALSE,False,Low (<50%),clear,Police Checkpoint,129,3.4
TRP00158,2025-08-06,Wednesday,No,Morning Peak (7-9am),08:02,08:02,2,44,6,396.0,Y,0,Moderate (50-80%),Clear,None,125,2.7
TRP00666,2025-01-15,Wednesday,FALSE,Early Morning (5-7am),06:52,06:48,7,35,1,-3.1,True,N,Full (80-100%),Clear,NONE,150,5.0
TRP02128,2025-06-03,Tuesday,False,Early Morning (5-7am),05:47,05:51,2,82,9,4.3,1,N,Low (<50%),Clear,Road Construction,90,4.1
TRP01548,2025-01-09,Thursday,N,Night (7-10pm),21:56,21:54,5,9,1,-1.9,yes,False,Overloaded (>100%),Clear,None,70,3.6
TRP02470,2025-02-06,Thursday,FALSE,Morning Peak (7-9am),07:23,07:31,12,17,4,8.5,no,FALSE,Full (80-100%),Clear,None,186,3.5
TRP03142,2025-07-07,Monday,no,Evening Peak (4-7pm),18:20,18:44,12,22,5,24.1,No,false,Moderate (50-80%),Clear,Vehicle Breakdown,244,3.6
TRP01200,2025-02-25,tuesday,0,Early Morning (5-7am),05:58,05:53,6,30,11,-4.4,1,false,Moderate (50-80%),Clear,None,100,3.4
TRP01249,2025-08-20,Wednesday,false,Early Morning (5-7am),06:29,06:44,2,102,5,15.0,False,false,Full (80-100%),Clear,ROAD ACCIDENT NEARBY,90,
TRP01838,2025-06-14,Saturday,TRUE,Evening Peak (4-7pm),16:48,17:07,9,104,5,19.6,False,N,Moderate (50-80%),Overcast,Road Accident Nearby,120,1.4
TRP00749,2025-07-09,Wednesday,N,MIDDAY (9AM-4PM),14:40,14:35,5,80,5,-4.2,yes,0,Full (80-100%),Clear,Police Checkpoint,70,3.9
TRP01479,2025-05-02,Friday,No,Midday (9am-4pm),09:39,09:41,8,33,4,2.0,True,No,Overloaded (>100%),Light Rain,None,65,3.4
TRP03112,2025-04-07,Monday,No,Evening Peak (4-7pm),17:12,17:11,5,67,5,-0.1 min,TRUE,no,Full (80-100%),Clear,None,98,3.3
TRP00403,2025-08-08,Friday,no,Morning Peak (7-9am),07:21,07:35,4,85,7,14.6,N,N,  Moderate (50-80%)  ,Overcast,road construction,102,2.0
TRP00582,2025-06-05,Thursday,N,evening peak (4-7pm),18:33,18:56,1,87,3,23.1,FALSE,no,Low (<50%),Clear,Road Accident Nearby,119,4.0
TRP00166,2025-05-11,Sunday,true,Morning Peak (7-9am),08:52,09:13,6,104,7,21.8,0,0,Overloaded (>100%),Heavy Rain,Police Checkpoint,150,4.3
TRP02270,2025-06-11,Wednesday,false,Midday (9am-4pm),12:07,12:05,1,88,6,-1.9,Y,No,Moderate (50-80%),CLEAR,None,100,3.6
TRP02533,2025-06-17,Tuesday,FALSE,Midday (9am-4pm),15:07,15:11,4,53,6,4.6,Yes,No,,Overcast,Road Accident Nearby,80,2.8
TRP00992,2025-03-09,Sunday,1,Evening Peak (4-7pm),16:39,16:48,2,77,4,9.5,0,False,Full (80-100%),Light Rain,Road Construction,130,2.7
TRP03372,2025-07-17,Thursday,no,Morning Peak (7-9am),08:55,09:10,3,1,8,15.8,false,0,Full (80-100%),Clear,None,137,3.3
TRP02015,2025-06-27,Friday,false,Night (7-10pm),20:29,20:33,6,75,4,4.9,yes,False,Full (80-100%),OVERCAST,None,100,4.2
TRP02529,2025-08-18,Monday,False,Morning Peak (7-9am),07:25,07:32,8,3,3,7.3,no,FALSE,,Clear,None,75,3.8
TRP00559,2025-03-21,friday,False,Midday (9am-4pm),12:49,12:43,10,12,4,-5.2,FALSE,false,Overloaded (>100%),Clear,None,70,2.9
   ,2025-03-16,Sunday,1,Early Morning (5-7am),06:33,06:31,8,1,3,-1.9,TRUE,FALSE,Low (<50%),Light Rain,Overloading Delay,71,4.5
TRP02563,2025-06-20,Friday,false,Evening Peak (4-7pm),17:34,17:28,6,39,1,-5.1,FALSE,no,moderate (50-80%),Clear,None,157,3.9
TRP01778,2025-08-26,Tuesday,0,Night (7-10pm),20:34,20:45,3,37,1,11.6 min,no,false,Low (<50%),Clear,,,2.8
TRP01498,09-Jan-2025,Thursday,False,Morning Peak (7-9am),08:42,08:57,10,16,8,15.0,no,FALSE,Moderate (50-80%),Heavy Rain,Police Checkpoint,104,2.4
TRP00261,2025-02-08,Saturday,Yes,Midday (9am-4pm),13:57,14:14,4,2,7,17.6,False,no,Low (<50%),Heavy Rain,Police Checkpoint,103,3.3
TRP02975,2025-04-24,Thursday,false,Early Morning (5-7am),06:50,06:55,7,84,3,5.9,N,False,Moderate (50-80%),Clear,Police Checkpoint,150,3.1
TRP02106,2025-06-30,Monday,0,Morning Peak (7-9am),07:42,07:50,4,77,9,8.5,0,FALSE,Moderate (50-80%),Clear,Overloading Delay,111,1.9
TRP03411,2025-03-31,Monday,No,Morning Peak (7-9am),07:18,07:18,5,120,7,0.1,yes,false,Low (<50%),Overcast,None,110,3.5
TRP01952,08-13-2025,Wednesday,N,  Midday (9am-4pm)  ,11:43,11:59,2,36,4,16.4,false,False,Low (<50%),Clear,Vehicle Breakdown,90,3.0
TRP00258,2025-03-09,  Sunday  ,true,Midday (9am-4pm),14:41,14:40,9,51,11,-1.0,1,false,Low (<50%),Clear,None,80,4.0
TRP03351,2025-05-13,Tuesday,FALSE,NIGHT (7-10PM),20:26,20:24,11,102,5,-1.1 min,yes,False,Moderate (50-80%),CLEAR,None,110,
TRP02799,2025-08-14,Thursday,0,Evening Peak (4-7pm),16:03,16:36,10,82,8,33.3,False,FALSE,Overloaded (>100%),Heavy Rain,Traffic Jam,98,1.9
TRP00865,2025-02-09,SUNDAY,1,Night (7-10pm),19:30,19:28,7,108,4,-1.3,True,N,Low (<50%),Light Rain,Overloading Delay,158,2.3
TRP00298,2025-04-04,Friday,false,  Evening Peak (4-7pm)  ,18:32,18:35,8,27,3,3.7,TRUE,N,Moderate (50-80%),,None,77,5.0
TRP03342,2025-06-12,Thursday,false,Early Morning (5-7am),06:43,06:40,4,33,11,-2.9,TRUE,false,Moderate (50-80%),Clear,None,80,4.4
TRP03225,2025-05-01,Thursday,FALSE,Night (7-10pm),21:07,21:07,10,91,8,0.8,yes,No,-,Clear,None,70,4.8
TRP02624,2025-01-18,Saturday,Y,Night (7-10pm),21:12,21:06,12,9,6,-6.0,N,0,Full (80-100%),Clear,None,160,2.4
TRP01202,2025-03-09,Sunday,yes,Midday (9am-4pm),13:10,13:12,12,94,7,2.7,true,False,Low (<50%),Clear,None,160,3.2
TRP02496,2025-01-12,Sunday,1,Morning Peak (7-9am),08:41,08:50,2,29,9,9.1,False,FALSE,Moderate (50-80%),Light Rain,Police Checkpoint,161,2.2
TRP00297,2025-08-12,Tuesday,N,Midday (9am-4pm),09:23,09:26,10,18,11,3.9,TRUE,FALSE,Moderate (50-80%),Clear,Road Construction,70,
TRP00185,2025-04-21,monday,No,Morning Peak (7-9am),08:53,08:58,6,20,3,5.5,False,false,NA,Clear,None,146,2.7
TRP00688,2025-08-06,Wednesday,FALSE,midday (9am-4pm),14:25,14:52,3,36,2,27.9,False,N,Moderate (50-80%),Clear,  Vehicle Breakdown  ,KES 120,3.7
TRP00355,2025-06-15,Sunday,True,Midday (9am-4pm),15:35,15:30,12,109,7,-4.2,yes,FALSE,  Moderate (50-80%)  ,overcast,None,160,5.0
TRP00156,2025-04-14,Monday,0,Morning Peak (7-9am),07:18,07:24,3,44,8,6.9,False,False,Full (80-100%),Overcast,Overloading Delay,162,3.3
TRP00047,2025-02-15,saturday,True,Morning Peak (7-9am),08:19,08:29,4,82,10,10.5,no,FALSE,Full (80-100%),Heavy Rain,None,134,3.6
TRP00759,2025-02-28,Friday,FALSE,Evening Peak (4-7pm),17:35,17:45,2,54,5,10.8,False,no,Full (80-100%),Clear,Traffic Jam,127,4.0
TRP00698,2025-01-10,Friday,No,Midday (9am-4pm),13:51,13:50,1,25,5,-0.4,yes,No,Overloaded (>100%),Clear,Traffic Jam,100,5.0
TRP02393,2025-02-07,Friday,0,Morning Peak (7-9am),08:15,08:24,10,88,8,9.7,false,No,Moderate (50-80%),Light Rain,Police Checkpoint,95,3.1
TRP03303,2025-07-05,Saturday,Y,Midday (9am-4pm),12:05,12:06,9,98,2,1.1,True,False,,Heavy Rain,Police Checkpoint,84,1.9
   ,05-10-2025,Saturday,yes,Midday (9am-4pm),11:15,11:09,6,12,7,-5.7,False,False,Full (80-100%),Clear,None,100,2.5
TRP02888,2025-05-19,Monday,false,Midday (9am-4pm),14:04,14:10,9,68,6,6.9,FALSE,False,Full (80-100%),Heavy Rain,None,89,1.1
TRP00703,2025-07-12,Saturday,True,midday (9am-4pm),09:10,09:13,10,51,1,3.6,TRUE,N,Full (80-100%),Clear,OVERLOADING DELAY,70,3.2
TRP03385,2025-06-07,Saturday,yes,Evening Peak (4-7pm),16:49,16:59,11,38,1,10.8,False,0,Moderate (50-80%),Clear,Road Accident Nearby,162,2.9
TRP01005,2025-05-14,Wednesday,no,  Morning Peak (7-9am)  ,07:54,07:57,4,50,7,3.9,True,0,Overloaded (>100%),Overcast,None,105,2.8
TRP02641,2025-08-07,Thursday,False,Evening Peak (4-7pm),18:15,18:22,9,14,2,7.1,False,FALSE,Moderate (50-80%),LIGHT RAIN,Police Checkpoint,139,3.0
TRP02323,2025-06-21,SATURDAY,1,Morning Peak (7-9am),07:53,08:07,3,72,1,14.8,false,False,Overloaded (>100%),Clear,Traffic Jam,185,3.7
TRP01361,2025-03-01,Saturday,Y,Morning Peak (7-9am),08:37,08:44,3,86,6,7.3,False,no,Moderate (50-80%),Light Rain,Overloading Delay,195,1.6
TRP00341,2025-01-20,Monday,false,Night (7-10pm),21:12,21:08,12,22,6,-4.0,TRUE,0,Low (<50%),Clear,None,160,4.8
TRP03301,2025-01-10,Friday,false,Midday (9am-4pm),13:06,13:24,9,93,10,18.5,no,no,Full (80-100%),Clear,Vehicle Breakdown,80,2.1
TRP01002,2025-05-15,Thursday,0,Evening Peak (4-7pm),17:10,17:17,3,53,6,7.8,False,no,,Clear,OVERLOADING DELAY,188,2.6
TRP02387,2025-06-15,Sunday,True,Evening Peak (4-7pm),18:39,19:12,4,73,11,33.4,False,No,Overloaded (>100%),,Vehicle Breakdown,,2.0
TRP02478,2025-08-26,Tuesday,N,Evening Peak (4-7pm),18:54,19:05,12,50,6,11.9,False,No,Full (80-100%),Clear,Road Construction,247,2.3
TRP01664,2025-03-03,Monday,False,Evening Peak (4-7pm),17:24,17:37,1,4,3,13.7,FALSE,False,Full (80-100%),Clear,Overloading Delay,136,2.7
TRP02367,2025-01-01,Wednesday,False,Midday (9am-4pm),15:47,15:59,5,13,4,12.1,False,FALSE,Low (<50%),Heavy Rain,None,80,3.4
TRP00956,2025-07-09,Wednesday,N,Midday (9am-4pm),10:10,10:12,12,109,11,2.2,True,N,,  Clear  ,None,160,2.4
TRP03480,2025-08-28,Thursday,False,Midday (9am-4pm),11:26,11:37,12,9,11,11.0,0,FALSE,Moderate (50-80%),Clear,Overloading Delay,160,2.6
TRP02740,2025-04-22,Tuesday,no,Early Morning (5-7am),05:38,06:04,7,37,5,26.8,0,No,Full (80-100%),Light Rain,Road Accident Nearby,KES 158,3.9
TRP00793,2025-06-21,saturday,true,Midday (9am-4pm),10:03,10:04,5,52,5,1.6,yes,No,Low (<50%),Clear,Traffic Jam,70,3.1
TRP01000,2025-04-02,Wednesday,No,Midday (9am-4pm),14:27,14:40,4,87,10,13.5,no,No,Full (80-100%),clear,Road Construction,80,2.5
TRP01576,2025-01-08,Wednesday,0,MIDDAY (9AM-4PM),09:57,10:20,8,99,1,23.0 min,false,N,LOW (<50%),Clear,Vehicle Breakdown,60,3.3
TRP01936,2025-05-09,Friday,False,Morning Peak (7-9am),08:53,08:53,5,15,9,0.8,true,No,Full (80-100%),  Clear  ,None,97,3.1
TRP00251,2025-06-25,Wednesday,FALSE,Early Morning (5-7am),05:02,05:05,8,52,2,3.9,true,No,Low (<50%),null,,64,3.2
TRP02680,2025-05-07,Wednesday,no,Night (7-10pm),20:37,20:41,5,99,1,4.9,true,no,Low (<50%),Clear,  Police Checkpoint  ,70,
TRP00549,2025-01-29,Wednesday,No,Evening Peak (4-7pm),18:57,19:16,3,19,2,19.2,no,False,Full (80-100%),Clear,Road Accident Nearby,159,
TRP01412,2025-04-03,Thursday,False,Evening Peak (4-7pm),18:41,18:57,10,60,1,16.4,N,False,Moderate (50-80%),Light Rain,Police Checkpoint,KES 120,2.5
TRP01295,2025-04-21,Monday,False,  Night (7-10pm)  ,21:25,21:39,6,63,4,14.5,No,false,Moderate (50-80%),Heavy Rain,Traffic Jam,124,1.8
TRP02243,2025-06-22,sunday,1,Early Morning (5-7am),06:51,06:57,9,48,2,6.1,False,No,Low (<50%),Clear,Traffic Jam,KES 80,2.7
TRP03109,2025-05-27,Tuesday,False,Midday (9am-4pm),11:31,11:33,3,62,,2.6,Yes,N,Full (80-100%),Clear,OVERLOADING DELAY,120,
TRP01263,2025-02-28,Friday,No,Early Morning (5-7am),06:25,06:34,9,30,8,9.1 min,false,false,999,LIGHT RAIN,Traffic Jam,97,2.6
TRP03357,2025-08-07,Thursday,FALSE,Morning Peak (7-9am),07:33,07:56,2,31,8,23.1,No,no,Moderate (50-80%),Light Rain,Road Construction,162,2.2
TRP02633,2025-07-03,Thursday,false,Evening Peak (4-7pm),17:42,18:08,1,73,10,26.0,False,FALSE,Moderate (50-80%),Clear,Road Accident Nearby,137,2.1
TRP02450,2025-03-27,Thursday,No,NIGHT (7-10PM),20:22,20:54,8,66,7,32.4,false,false,Moderate (50-80%),Heavy Rain,Road Accident Nearby,,2.8
TRP02188,2025-05-01,Thursday,FALSE,Evening Peak (4-7pm),16:40,16:43,11,103,7,3.9,Y,FALSE,Moderate (50-80%),Clear,None,170,4.9
TRP00813,2025-02-10,Monday,False,Early Morning (5-7am),06:37,06:37,8,33,5,0.7,TRUE,no,Full (80-100%),Clear,Overloading Delay,60,3.2
TRP00330,2025-01-21,Tuesday,no,Evening Peak (4-7pm),17:17,17:17,2,62,10,0.7,Yes,False,Moderate (50-80%),unknown,None,139,3.5
TRP01964,2025-08-02,Saturday,True,Evening Peak (4-7pm),16:39,16:33,6,44,1,-6.0,no,false,Moderate (50-80%),Clear,None,110,3.0
TRP00216,2025-06-20,Friday,N,Early Morning (5-7am),06:10,06:28,8,112,8,18.4,0,False,Moderate (50-80%),Light Rain,Vehicle Breakdown,71,2.1
TRP01237,2025-02-05,Wednesday,no,Midday (9am-4pm),09:13,09:14,9,101,5,1.8,1,no,Full (80-100%),Clear,  Overloading Delay  ,126,5.0
TRP01121,14/04/2025,Monday,False,Night (7-10pm),19:35,19:29,1,98,10,-6.0,0,False,Moderate (50-80%),Clear,None,100,
TRP02683,2025-06-22,  Sunday  ,yes,Morning Peak (7-9am),08:14,08:18,9,9,2,4.3,Yes,0,Low (<50%),Light Rain,None,133,3.7
